text,level
" Em troca, o governo que administra nosso país deveria melhorar hospitais e postos de saúde. Mas nem sempre os governos usam esse dinheiro para essas coisas. Quem decide se a CPMF vai continuar existindo são os deputados e os senadores. Em uma primeira votação, os deputados aprovaram, mas haverá outras, até ficar decidido o assunto. A Seleção Olímpica vai representar o Brasil nos Jogos Olímpicos de Pequim, em 2008. Ela será formada por jogadores com idade até 23 anos, mais três atletas sem limite de idade. O técnico Dunga, que também dirige a Seleção Brasileira principal, é o responsável pela convocação dos jogadores e a formação da equipe, que começa a treinar hoje, na Granja Comary, em Teresópolis (RJ). Neste domingo, a Seleção Olímpica fará o seu primeiro amistoso, contra a seleção do Campeonato Brasileiro, no Estádio Engenhão, no Rio de Janeiro. O que é
A seção foi criada por ZH para atrair a leitura de crianças entre oito e 11 anos (embora agrade aos adultos também). São textos curtos, de linguagem direta, sobre temas complexos que estão na mídia. Assim, junto à notícia, as crianças ganham uma versão especial do texto. A seção não apenas resume o fato de forma mais acessível, mas pretende ajudar na formação do leitor iniciante. Os textos prescindem de siglas, abrem mão de termos técnicos, fogem da burocracia, evitam o uso de nomes próprios (a não ser em casos em que a pessoa é alvo da notícia) e buscam se valer de metáforas e associações que facilitem a compreensão do fato. Com eles, a criança pode entender o mundo a partir do seu próprio campo de compreensão. Um dos maiores problemas do Brasil é que muita gente não tem onde morar. O programa do Luciano Huck toda semana ajuda uma família que não tem dinheiro para reformar a casa. Isso permite que as pessoas realizem um sonho.",1
"Sociologia. A mais-valia é o termo utilizado por Karl Marx em alusão ao processo de exploração da mão de obra assalariada que é utilizada na produção de mercadorias. Trata-se de um processo de extorsão por meio da apropriação do trabalho excedente na produção de produtos com valor de troca. Para entendermos melhor, precisamos considerar que Marx via o trabalho como: “(...) um processo de que participam o homem e a natureza, processo em que o ser humano com sua própria ação impulsiona, regula e controla seu intercâmbio material com a natureza. Defronta-se com a natureza como uma de suas forças. Põe em movimento as forças naturais de seu corpo, braços e pernas, cabeça e mãos, a fim de apropriar-se dos recursos da natureza, imprimindo-lhes forma útil à vida humana. Atuando assim sobre a natureza externa e modificando-a, ao mesmo tempo modifica sua própria natureza. Desenvolve as potencialidades nela adormecidas e submete ao seu domínio o jogo das forças naturais.”* Portanto, o trabalho era o ato definidor do homem, seu meio direto de interação com o mundo e, ainda mais importante, a forma como garantiria sua sobrevivência no mundo anterior ao período vivido por Marx, isto é, um mundo agrário onde o ser humano tinha ligação direta com a terra, de onde tirava seu sustento. Porém, isso se modificou na nova sociedade que surgiu no período que sucedeu a Revolução Industrial, que se baseou no sistema econômico do capitalismo. Para Marx, o capitalismo baseia-se na relação entre trabalho assalariado e capital, mais especificamente na produção do capital por meio da expropriação do valor do trabalho do proletário pelos donos dos meios de produção. A esse fenômeno Marx deu o nome de mais-valia. Todavia, antes de entendermos o conceito da mais-valia, é preciso entender que, assim como outros teóricos da economia, como Adam Smith e David Ricardo, Karl Marx sustentava a ideia de que o valor de troca de uma mercadoria é determinado pela quantidade de trabalho aplicado em sua produção.",2
" No período entre 4 e 1 a.C., a filosofia exposta no Tao Te Ching foi desenvolvida por dois filósofos: Chuang-Tsé (""Mestre Chuang"", também conhecido como Zhuangzi e Chuang-Tzu) e Lie Yokou (também conhecido como Liezi e Lie-Tzu). Os pensamentos desses filósofos ficaram registrados em dois livros que ganharam o nome de seus autores e que se tornaram os maiores clássicos taoistas, depois do Tao Te Ching. Ainda no século 3 a.C., teria vivido o importante sábio taoista Mao Meng. No século II a.C., outro importante livro foi acrescentado à doutrina taoista: o Huainanzi, composto por discussões de filósofos da corte da cidade de Huainan. No século 1 a.C., teria vivido o sábio taoista Ko Hung. Em 33 ou 34 (ou nos séculos 2 ou 3), teria nascido Chang Tao-ling (ou Zhang Daoling), um importante mestre taoista conhecido como ""Mestre Celestial"" e que criou a seita taoista chamada ""caminho dos mestres celestiais"", também conhecida como ""caminho das cinco medidas de arroz"". Era o início do chamado ""taoismo religioso"", que passou a contar com um clero e com muitos elementos da antiga religião folclórica chinesa, em oposição ao anterior ""taoismo filosófico"", que se baseava apenas no pensamento dos filósofos clássicos taoistas, sem igrejas organizadas. Chang Tao-ling costuma ser representado como um senhor de rosto negro e zangado e é considerado um codificador da doutrina taoista de então. Possuiria conhecimentos mágicos alquímicos e teria legado os ritos praticados, hoje, na Sociedade Taoista do Rio de Janeiro. Seus descendentes herdaram a sua liderança, sediados na montanha do Dragão-Tigre, na província de Kiang-si. Por ocasião da Revolução Comunista Chinesa (1946-1950), o seu descendente de então foi expulso da China continental em 1949. O taoismo religioso divinizou Lao-Tsé e passou a buscar métodos que propiciassem a imortalidade física (ou, ao menos, uma grande longevidade). Tais métodos incluíam dietas alimentares específicas, formas de ginástica e artes marciais, exercícios de respiração, disciplinas sexuais, experiências com a ingestão de substâncias (alquimia), uso de talismãs e busca por terras lendárias. No século II, Ge Hong escreveu o Baopozi, que era um comentário sobre o taoismo e o confucionismo, além de uma descrição de técnicas de alquimia objetivando a criação de elixires para a imortalidade tanto física quanto espiritual e a transmutação de metais.",3
" O departamento de contabilidade obtém a informação e realiza os pagamentos mais cedo e as mercadorias são disponibilizadas mais rapidamente, em vez de ficarem imobilizadas. Tal como a empresa deseja influenciar o vendedor, o cliente deseja influenciar o fornecedor. Assim, têm que se considerar as actividades de pós-expedição. Para além das razões citadas acima para a pré-recepção, há ainda a ter em conta as embalagens retornáveis, os produtos devolvidos, o regresso das transportadoras e programação das expedições. Se forem expedidas mercadorias em embalagens retornáveis, deve-se dispôr de um sistema para localizar as embalagens e assegurar que são devolvidas. As mercadorias são devolvidas por não apresentarem a qualidade exigida pelo cliente, devido a erros de quantidade ou tipo de mercadoria expedida ou por mera rejeição pelo cliente. Estas mercadorias devolvidas devem ser manuseadas e criado de um sistema próprio para o efeito. Se o fornecedor possuir a sua própria transportadora, deve ser tido em consideração que a viagem de retorno pode ser utilizada no transporte de, por exemplo, embalagens retornáveis. Quanto à programação das encomendas, deve ser confiável e precisa pois tem um grande impacto nas necessidades de recursos para a expedição. É importante a coordenação as actividades de recepção e dos vendedores e de expedição e dos clientes. É também importante coordenar as actividades de recepção e produção, produção e expedição e de recepção e expedição. A sequência natural do fluxo de materiais é: fornecedor, recepção, armazenamento, produção, nova armazenagem, expedição e cliente. Em alguns casos, os materiais podem ir directamente da recepção para a produção e da produção para a expedição. Uma decisão muito importante no planeamento das operações de recepção e expedição é a opção de centralizar as duas operações. Tal como se pode observar na Figura 7.3 do Tompkins et al. (2003, p. 409), existem diversas configurações possíveis para as áreas de recepção e expedição, dependendo do acesso das transportadoras às instalações. A opção de centralizar a recepção e expedição depende de vários factores. Um bom exemplo é restringir a actividade de recepção às manhãs e a de expedição às tardes. Pode-se, assim, utilizar os mesmos cais (Figura 1), operadores, equipamentos e espaço de preparação. Se as actividades ocorrerem simultaneamente, é necessária uma maior supervisão, de modo a assegurar que as mercadorias recebidas e expedidas não se misturam. A opção de centralizar as duas actividades deve ser estudada, determinando os prós e contras antes de ser tomada uma decisão (Tompkins et al., 2003, p. 406-410).",4
" Mas uma coisa você tem mesmo que agradecer aos Astecas: foi por causa deles que as sementes de cacau embarcaram em uma longa viagem para a Europa, e lá se transformaram no chocolate como a gente conhece hoje. Mas, antes de atravessar o Oceano Atlântico, que tal conhecer melhor a história do chocolate entre os Astecas? Você já deve ter comido aquela moedinhas de chocolate que vêm embrulhadas em papel dourado, não é? Mas aposto que nunca imaginou que o chocolate pudesse ser realmente usado como dinheiro! Pois para os astecas, as sementes de cacau eram tão valiosas que eram usadas como moeda. Um bonito coelho, por exemplo, podia ser comprado com apenas quatro sementinhas! E...por que diabos o cacau era tão importante? Ora bolas, porque com eles se fazia o chocolate! Ou melhor, o ""tchocolatl"", que foi o primeiro nome dessa delícia. ""Chocolate"" e ""esquisito"" são duas palavras que não combinam! Todo chocolate é uma delícia! Será mesmo? Pra começo de conversa, o tal do ""tchocolatl"" não era comido em forma de barras ou bombons, não: ele era uma bebida! Ah, mas chocolate quente também é uma bebida, e não é nada esquisito! É, mas a bebida que os Astecas faziam...além de ser super amarga e gordurosa , ainda era ""temperada"" com...pimenta! Eles enchiam a tal bebida de chili, uma pimentinha comprida bem comum na região do México. Pensa que eles achavam ruim? Que nada: o ""tchocolatl"" era considerado tão, mas tão gostoso que os astecas achavam que ele era a bebida dos deuses! E, por isso, era consumido principalmente por reis e nobres. O imperador Montezuma, um dos monarcas mais importantes do povo asteca, era bem chegado no ""tchocolatl"": dizem que ele tinha o hábito de tomar ""apenas"" cinquenta garrafas da bebida por dia! Quando o explorador espanhol Hernán Cortez chegou ao reino asteca, em 1519, o imperador ""chocólatra"" Montezuma tratou de presenteá-lo com uma plantação de cacau. Coitadinho...mal sabia que Hernán, dois ou três anos depois, iria acabar destruindo a civilização asteca.",1
" A população decide quem vai escolher o seu líder governamental, os chamados “superdelegados” (ou apenas delegados). Mas vamos por partes: cada estado tem um número de delegados, que é relativo ao número de habitantes. Quanto mais populoso o Estado, maior o número de delegados. Assim, é constituído o Colégio Eleitoral estadual, que deve ter, no mínimo, três delegados. Como a Constituição, em 1787, instituiu a autonomia dos Estados, cada um dos 50 existentes nos EUA decide como escolherá seus delegados (se os eleitores devem ser filiados ou não aos partidos, por exemplo). Ao todo, há um número de 538 delegados que fazem parte do Colégio Eleitoral nos Estados Unidos. Para ser eleito, o candidato deve ter o voto de 50% mais um dos delegados (271). Por mais que o candidato tenha votos populares, o mais importante é ter votos do Colégio Eleitoral, pois é ele que escolhe o novo Presidente. Na maioria das vezes, o Colégio Eleitoral segue a tendência dos votos populares, elegendo o mesmo candidato votado pelo povo. Porém, por quatro vezes, os delegados optaram por um candidato não escolhido pelo voto popular. Em 2000, por exemplo, o candidato democrata Al Gore teve mais votos populares que o republicano George W. Bush, um total de 51.003.926 contra 50.460.110. Porém, Bush teve mais votos no Colégio Eleitoral (271 a 266) e acabou elegendo-se Presidente dos Estados Unidos. O Estado com o maior número de delegados é a Califórnia, que possui 36 milhões de habitantes e 55 delegados. Vencer na Califórnia representa conquistar 10% dos votos de todos os delegados do país e uma vantagem para o candidato. Curiosidades ♦ Esse modelo de eleição foi instituído no momento da criação da Constituição dos Estados Unidos, em 1797. Naquela época, cada Estado queria manter seus direitos, principalmente os menores, que temiam ser dominados pelos maiores. Os líderes estaduais não confiavam no povo para escolher o Presidente e, então, decidiram que mandariam seus delegados (como seus representantes) para fazer a eleição. ♦ Se nenhum candidato conseguir o número de votos no Colégio Eleitoral necessário para ser eleito Presidente (217), a Câmara de Representantes decide quem será o novo líder governamental dos EUA. ♦ Nos EUA, há também eleições para substituir 34 dos 100 Senadores, os 435 Deputados e os governadores de alguns estados. ♦ O mandato de um Presidente nos Estados Unidos dura quatro anos e ele só pode ser reeleito uma vez, como no Brasil. ",2
" Em 1954, os Países Baixos concederam autonomia interna à Guiana Neerlandesa, passando a cuidar somente da política externa e da defesa do país. Durante a primeira metade da década de 1960, foi construída a represa de Afobaka nas proximidades da cidade de Brokopondo para gerar energia elétrica para a indústria de processamento da bauxita. A barragem formou um dos maiores lagos artificiais do mundo: o lago Blommenstein. Em 25 de novembro de 1975, a Guiana Neerlandesa alcançou a independência com Johan Ferrier como presidente e Henck Arron como primeiro-ministro. O país passou a se chamar Suriname, o mesmo nome do principal rio do país. Em 1980, um golpe militar derrubou o primeiro-ministro. Em 1982, ocorreu novo golpe, desta vez sob o comando do general Dési Bouterse. Em dezembro, quinze líderes oposicionistas foram assassinados no forte Zelândia em Paramaribo. Estados Unidos e Países Baixos suspenderam a ajuda econômica ao país em protesto contra a falta de democracia. Em 1986, começou uma guerra civil entre o governo surinamês e as comunidades quilombolas do interior do país. O conflito só iria terminar em 1992 com a derrota dos quilombolas e a fuga de vinte por cento deles para a Guiana Francesa. Em 1987, o país voltou à normalidade democrática com a promulgação de uma nova constituição. A partir da década de 1990, a república Popular da China começou a aumentar significativamente sua influência no Suriname, seja através do aumento da imigração de chineses, seja através de empréstimos a juros baixos, seja através da construção de estradas no país por firmas chinesas ou da implantação de fazendas de palmas para extração de óleo. Em 1993, a queda do preço da bauxita no mercado internacional afetou a economia do país, ocasionando sucessivas quedas no produto nacional bruto. Em 1997, os Países Baixos expediram um mandado de prisão contra o ex-ditador Bouterse por ligações com o tráfico internacional de drogas. Em 2004, foi instituída a moeda nacional do Suriname: o dólar do Suriname. Até então, o país utilizava como moeda o florim neerlandês. No natal de 2009, garimpeiros brasileiros que trabalhavam ilegalmente em Albina, no leste do país, foram atacados por quilombolas com facões, resultando em catorze brasileiros feridos e no estupro de várias mulheres. Tal fato chamou a atenção da mídia sobre a grande presença de garimpeiros brasileiros ilegais no país, especialmente no interior. Em 2010, o ex-ditador Dési Bouterse foi eleito presidente do país.",3
" Um valor de N inferior à unidade indica fluxo subcrítico; um valor de N superior à unidade indica fluxo supercrítico. Fluxos supercríticos apresentam fenômenos únicos, como os ressaltos hidráulicos, por exemplo. O coeficiente formula_8, que aparece na equação acima, pode ser desenvolvido
formula_9
e é o inverso do número de Reynolds:
formula_10
Esse grupo adimensional pode ser entendido como a razão entre as forças devidas à inércia e as devidas à viscosidade. Fluxos com um número de Reynols alto, ou seja, fluxos onde a viscosidade exerce um efeito apreciável, são geralmente turbilhonários, não laminares. O grupo adimensional
formula_11
é chamado de número de Euler. Δp é, em geral, a diferença entre a pressão e a pressão na superfície do fluido. O número de Euler aparece em problemas de aerodinâmica envolvendo líquidos ideais (ou seja, fluidos incompressíveis e não viscosos), e pode ser entendido como a razão entre as forças devidas à pressão e àquelas devidas à inércia do fluido. Esse adimensional também é conhecido como coeficiente de pressão. O grupo adimensional
formula_12
é conhecido como o número de Weber. Ele pode ser entendido como a razão entre as forças devidas à inércia e aquelas devidas à tensão superficial. O valor desse grupo adimensional indica a presença e a frequência das ondas capilares na superfície de um fluido. O grupo adimensional
formula_13
é conhecido como o número de Mach. Ele é a razão entre a velocidade do fluxo e a velocidade do som no fluido. O valor desse grupo adimensional indica se o escoamento se processa a velocidades tão elevadas que os efeitos da compressibilidade do fluido devem ser levados em conta. O número de Mach também pode ser escrito nas formas seguintes
formula_14
formula_15
onde ε é o módulo de elasticidade volumétrica do fluido. Um fluido incompressível teria N = 0, e a velocidade de propagação do som nele seria infinita. O grupo adimensional
formula_16
idêntico em forma ao número de Euler, é chamado de número de cavitação quando Δp é a diferença entre a pressão e a pressão de vapor do fluido à temperatura do problema. Esse número é usado na análise da probabilidade de ocorrência de cavitação em uma determinada situação. Quanto menor o número de cavitação, maior essa probabilidade.",4
" Baseado em best-seller que vendeu mais de 14 milhões de cópias ao redor do planeta, escrito por Sergio Bambarén -também produtor da animação -, o longa é conduzido por uma inocência irritante. Redundante, repete o tempo todo a lição que quer passar: a de que o espectador deve seguir seu sonho, como o protagonista. A trilha sonora também é redundante e a saturação de sons - música, barulhos do mar e os próprios diálogos - irrita os ouvidos mais sensíveis, bem como Mion imitando uma criança (é exatamente essa a impressão que se tem com a dublagem). Normalmente, os adultos são os que mais sofrem com essas escolhas. ﻿
Se alguém lhe oferecer drogas, bebidas alcoólicas ou cigarros, responda com toda calma que não quer. Às vezes é muito difícil dizer ""não"". Pode ser que você goste da pessoa ou que tenha vontade de fazer a mesma coisa que os outros estão fazendo. Mas lembre-se de que quem usa drogas pode ficar seriamente doente ou até mesmo morrer. Você não é obrigado a dar nenhuma explicação pelo fato de não querer usar drogas. Quando disser ""não"", sem dar explicação, a pessoa vai achar que você não está nem um pouco interessado naquilo, e provavelmente o deixará em paz. Se alguém ficar constantemente aborrecendo você, conte para os seus pais ou para um adulto que seja conhecido e que possa lhe ajudar. ﻿
Por favor, obrigado, com licença e desculpe-me essas palavrinhas moram na boca de todo mundo só que às vezes nos esquecemos delas mas elas precisam ser usadas, e é sempre bom tê-las na ponta da língua as coisas podem ser muito mais agradáveis quando elas participam do nosso dia bom dia! boa tarde! boa noite! eis mais três palavrinhas mágicas use-as sempre acompanhadas de um sorriso isso nos torna mais simpáticos e respeitados cumprimentar as pessoas é sempre indispensável e sinal de educação. ﻿
As mudanças no corpo das meninas ocorrem devido ao aumento da produção de um hormônio chamado estrogênio.",1
"Saúde e Bem-estar. Diversos problemas de saúde podem culminar na total incapacidade de funcionamento de alguns órgãos. Nesses casos, faz-se necessária, muitas vezes, a realização de transplantes para substituir o órgão ineficiente. O primeiro problema enfrentado por pessoas que precisam de um transplante é a dificuldade para encontrar um doador compatível. Após conseguir um órgão, outro problema surge: a possibilidade de rejeição. A rejeição ocorre quando o sistema imunológico do receptor não reconhece o novo órgão ou tecido e inicia a produção de anticorpos. Esse processo pode ocorrer em qualquer transplante, variando apenas em intensidade. Em casos graves, os anticorpos podem iniciar um grande ataque contra o material transplantado, causando sua destruição e até mesmo a morte do paciente receptor (ocorrência mais rara). A rejeição está intimamente relacionada com o grau de compatibilidade entre o receptor e o doador. Quanto maior a compatibilidade, menores são as chances de rejeição e mais fácil será o tratamento caso o processo ocorra. Vale frisar que, na maioria dos casos de rejeição, o tratamento é realizado com sucesso e o quadro é revertido. O tratamento para controlar a rejeição é realizado com medicamentos imunossupressores, que visam à diminuição da ação do sistema imunológico, controlando a quantidade de anticorpos. A imunossupressão pode ser feita de maneira inespecífica, diminuindo a atividade do sistema imune independentemente do antígeno, ou específica, que agirá nos mecanismos de retroalimentação, promovendo reações imunológicas específicas. A imunossupressão inespecífica possui maior risco de infecções. Para evitar a rejeição, o tratamento após o transplante de tecidos e órgãos costuma ser contínuo, ou seja, os medicamentos devem ser tomados por toda a vida. É importante frisar que, mesmo com medicamentos, a rejeição pode ocorrer, sendo necessário, nesses casos, o aumento das doses ou então a troca dos medicamentos. 
Animais no espaço. Vários animais viajaram pelo espaço como astronautas. Os russos já usaram cachorros em suas experiências. Eles têm o sistema cardíaco parecido com o dos seres humanos. Estudando o que acontece com eles, os cientistas descobrem quais problemas podem acontecer com as pessoas. A cadela Laika, tripulante da Sputnik-2, foi o primeiro ser vivo a ir ao espaço, em novembro de 1957, quatro anos antes do primeiro homem, o astronauta Gagarin. Os norte-americanos gostam de fazer experiências científicas espaciais com macacos, pois o corpo deles se parece com o humano. O chimpanzé é o preferido porque é inteligente e convive melhor com o homem do que as outras espécies de macacos. Ele aprende a comer alimentos sintéticos e não se incomoda com a roupa espacial. Além disso, os macacos são treinados e podem fazer tarefas a bordo, como acionar os comandos das naves, quando as luzes coloridas acendem no painel, por exemplo. E nos foi o mais famoso macaco a viajar para o espaço, em novembro de 1961, a bordo da nave Mercury/Atlas 5. A nave de Enos teve problemas, mas ele voltou são e salvo, depois de ter trabalhado direitinho. Seu único erro foi ter comido muito depressa as pastilhas de banana durante as refeições. 
",2
"Matemática elementar/Plano de Argand-Gauss
Observe a seguinte função, em que ""i"" = :
Em um plano cartesiano, seria impossível representá-la graficamente, admitindo-se que em tal as variáveis devem ser números reais. Entretanto, admitamos a possibilidade de o gráfico poder ser representado, e façamos o seu contradomínio:
Observa-se que a função conservou suas características originais, isto é, as características de uma função afim qualquer. Para representá-la no plano, transformaremos o eixo das ordenadas (y) em um ""eixo imaginário"" (""yi""), fazendo a simples multiplicação por ""i"" para todo ""y"". O resultado que teremos é de um plano denominado plano de Argand-Gauss (ou ""plano complexo""). Nestes casos, a parte real da função é caracterizado no gráfico pelo ""eixo real"" (""Re""):
formula_2
Este plano é utilizado essencialmente para os números complexos. 
Seja o número complexo ""z = a + bi"", ""a"" é a parte real, e portanto, determina a distância entre o ponto ""z"" e o eixo imaginário. Já a parte imaginária é determinada por ""bi"", que fornece a distância entre o ponto ""z"" e o eixo real. Os seguintes exemplos ilustram as coordenadas de alguns números complexos:
Neste, você deve notar que:
O argumento (""arg"" ou θ) de um número complexo é o ângulo que a sua função - ao partir da origem -, no plano de Argand-Gauss, forma com o eixo real. Desta forma, podemos dizer que o ângulo de f(x) = axi, considerando que f(0) = 0, é:
O valor absoluto ou módulo (representado por ρ, |z| ou r) é a distância entre a origem e um ponto do plano de Argand-Gauss. Sendo ""z = ax + bi"", tal distância é dada pelo teorema de Pitágoras:
Também, para um número complexo ordinário ""z = a + bi"", as seguintes relações trigonométricas são verdadeiras:
Sabendo que a distância entre o ponto do número complexo ""z = + bi"" e a origem do plano de Argand-Gauss é b + 1, descubra o valor de b e o argumento de z.

",3
"Logística/Embalagem/Papel e cartão
De acordo com Gonçalves (2010, p. 6), o papel é composto por fibras de celulose de madeira de baixa qualidade e baixo preço. 
Não existe nenhum factor que permita distinguir de forma rigorosa o papel do cartão. Normalmente, materiais que apresentem espessura inferior a 305 µm são considerados papel (Sikora, 2009, p. 908). 
As embalagens de papel e cartão apresentam algumas particularidades, como, por exemplo, o facto de serem constituídas por materiais de fácil impressão, serem leves e recicláveis. No entanto, apresentem baixa resistência mecânica (Embalagem, 2006, p. 2).
Existe uma grande variedade de tipos de papel que são utilizados para embalagens com diversas finalidades. Encontram-se disponíveis desde o papel de embrulho simples até ao papel ""kraft"" e são distribuídos, normalmente, na forma de rolos. São produzidos a partir de pasta de papel e papel reciclado (Sikora, 2009, p. 908-912). 
O ""papel kraft"" é um papel grosso com muita resistência.
O ""papel lixiviado"" é mais utilizado em embalagens em que a impressão e escrita são mais importantes. As polpas utilizadas para fabricar este tipo de papéis são relativamente brancas, brilhantes e suaves, sendo por vezes adicionados produtos químicos de forma a proporcionar outro tipo de propriedades para as embalagens. É mais fraco que o papel ""kraft"", mas consegue conciliar a boa resistência com a capacidade de impressão. De forma a se tornar mais apelativo este papel pode ser revestido com argila.
O ""papel sulfurizado"" é utilizado em conjunto com folhas de alumínio ou com revestimento plástico para embalar gorduras, uma vez que é um tipo de papel muito resistente à água, óleos e altas temperaturas.
As embalagens de papel fabricadas através de papel ""impermeável"" e ""celofane"" apresentam boa resistência à permeabilidade de líquidos hidrofóbicos. São usadas para invólucros de chocolates e conservas de fruta de alta qualidade. Este papel, quando encerado, é utilizado em embalagens primárias de, por exemplo, batatas fritas, cereais, bolos, café e açúcar.
O ""papel encerado"" permite formar embalagens com uma forte barreira à penetração de líquidos e vapores. Este tipo de papel permite fabricar embalagens primárias de baixo custo para alimentos. É um material seguro, insípido, inodoro, inerte e não tóxico.
Os ""papéis absorventes"" são utilizados para a absorção de líquidos específicos e têm uma parte importante na indústria das embalagens. Devem ser porosos e ter modificações na superfície que lhes dê afinidade para os líquidos a que se destinam. Quando o liquido é aquoso, devem ter um nível definido de retenção de água. Esta classe de papéis é utilizada nos sectores industriais de embalagem de alimentos frescos até aos de embalagem de produtos industriais.
O ""papel revestido"" é uma base para misturas aquosas de argila e/ou outros pigmentos minerais com polímeros naturais ou sintéticos que servem de ligantes. Este tipo de papel é utilizado para rótulos, sacos multifolhas e é combinável com outros materiais em estruturas compostas. São papéis impermeáveis e resistentes a alcalóides, evitando que os rótulos se soltem nas máquinas de lavar. As embalagens de papel revestido são usadas para embrulhar chocolates, cigarros e sabão.
Os ""falsos tecidos"" são utilizados como substitutos de têxteis, e são feitos inteira ou parcialmente de fibras celulósicas. Diferenciam-se do papel clássico, que é formado em água e consolidado com inter-ligações de hidrogénio, por incluírem polímeros e processos distintos. Começa a ser utilizado nas áreas da saúde, agro-alimentares e produtos domésticos, entre outros.

",4
" Nas noites de verão, quando não há uma única nuvem no céu estrelado, não dá a maior vontade de sair passeando por aí? Pois vamos aproveitar o bom tempo para dar uma volta pela vizinhança... pela vizinhança interplanetária. Vamos chegar mais perto e dar um passeio pelos planetas do Sistema Solar. Quase todos os planetas se dividem em dois grupos: quatro pequenos planetas rochosos perto do Sol (Mercúrio, Vênus, Terra e Marte) e quatro planetas mais distantes, grandes e gasosos (Júpiter, Saturno, Urano e Netuno). Muito pequeno e gelado, Plutão não entra em nenhum dos grupos e fica de fora da turma. Saindo da Terra e indo em direção ao Sol, o primeiro planeta que encontramos é Vênus. De vista até parece com a Terra, são mais ou menos do mesmo tamanho. Mas Vênus possui uma atmosfera irrespirável e é circundada por uma pesada nuvem, que torna sua superfície muito quente para que haja vida por lá (pelo menos é o que se acredita até hoje...). Vênus também é o planeta que demora mais tempo para girar em torno de si mesmo no Sistema Solar. Enquanto a Terra demora apenas um dia, Vênus leva 243 dias. Sondas espaciais revelaram alguns mistérios do planeta: Vênus é cheio de crateras, montanhas e vulcões, e tem duas grandes planícies. Continuando o passeio, é bom que se diga que a ""paisagem"" espacial é bem diversificada. Não existem apenas os nove planetas descobertos até agora, mas também satélites, cometas, asteróides, meteoróides, tudo envolvido numa fina camada de ""poeira"" interplanetária. Precisamos fazer uma faxina na galáxia qualquer dia desses...
Chegamos a Mercúrio, o planeta mais próximo do Sol. Esse pequeno planeta lembra a Lua, com sua superfície cheia de crateras. Mas aqui o calor e o frio são insuportáveis, oscilando entre 430 graus Celsius no lado iluminado pelo Sol e -170 graus Celsius no lado escuro. Quando a noite chega em Mercúrio, a temperatura cai muito, pois quase não existe atmosfera no planeta.",1
"Biologia. A coluna vertebral é uma haste óssea, firme e flexível formada por várias estruturas sobrepostas denominadas de vértebras. Cada vértebra une-se por meio de discos intervertebrais, uma estrutura fibrocartilaginosa. Além disso, a coluna vertebral é sustentada pela presença de ligamentos e músculos resistentes. A coluna é um dos componentes do sistema axial, e seu comprimento é de cerca de dois quintos da altura do corpo. Ela apresenta curvaturas, não sendo completamente retilínea. No plano sagital, há quatro curvaturas: curvatura cervical, curvatura torácica, curvatura lombar e curvatura sacrococcígea. → Componentes da coluna vertebral. A coluna vertebral é formada por 33 vértebras, sendo 24 pré-sacrais (cervicais, torácicas e lombares), cinco vértebras sacrais e o cóccix, que é formado por quatro vértebras. Observe os tipos de vértebras existentes na coluna. Sete vértebras cervicais: proporcionam suporte à cabeça; Doze vértebras torácicas: garantem suporte para a cavidade torácica e estão conectadas às costelas; Cinco vértebras lombares: garantem suporte para a cavidade abdominal e também proporcionam movimento entre a parte torácica e a pelve; Sacro: é formado por cinco vértebras fundidas e une a coluna à cintura pélvica; Cóccix: é constituído por quatro vértebras e garante o suporte do assoalho pélvico. Uma vértebra típica é formada por corpo, arco e processos vertebrais. O corpo é a parte da vértebra que suporta o peso e é constituído por osso esponjoso, apresentando nas bordas osso compacto. Ele está localizado na parte anterior da estrutura. Na parte posterior da vértebra, encontra-se o arco, o qual é formado pelo pedículo direito e esquerdo e pela lâmina direita e esquerda. O arco e a parede posterior do corpo formam o forame vertebral, canal por onde passa a medula. Os processos vertebrais são pontas ósseas que saem das lâminas. A coluna vertebral é um importante eixo de sustentação que garante uma postura adequada, permite que o peso do corpo seja sustentado e protege a medula espinhal e raízes nervosas. Ela também constitui uma importante base para estruturas como costelas e músculos. Apesar de o movimento entre as vértebras ser pequeno, quando analisamos a coluna vertebral como um todo, vemos que elas permitem importantes movimentos, como os de inclinação, flexão lombar e rotação cervical. 
",2
