text,level,quantPalavras,virgula,quantStopWords,canonicas
" O hinduísmo também usa o nirvana como um sinônimo para suas ideias de ""moksha""",3,17,0,41.17647058823529,17.647058823529413
" Fala-se a respeito em vários textos hindus tântricos, bem como no ""bhagavad gita""",3,17,1,29.411764705882355,17.647058823529413
 Os conceitos hindus e budistas de nirvana não são todavia completamente equivalentes,3,13,0,23.076923076923077,7.6923076923076925
 O budismo zen incentiva a prática da sabedoria experimental e o alcançar a iluminação,3,15,0,6.666666666666667,6.666666666666667
 O budismo zen minimiza a importância de conhecimento teórico e estudo de textos religiosos em favor da experiência direta,3,20,0,25.0,25.0
" O budismo zen desenvolveu um modo de se concentrar diretamente na experiência em vez de credos ou revelações em escrituras (SUZUKI, D",3,25,1,36.0,24.0
" ""Essays in Zen Buddhism""",3,7,0,0.0,0.0
 1949),3,3,0,0.0,0.0
" Vedanta é uma tradição espiritual explicada nos Upanixades, que se preocupa principalmente com a auto-realização, através da qual se pode compreender qual a real natureza da realidade (Brâman)",3,33,2,39.39393939393939,18.181818181818183
" O Vedanta - que significa ""o fim de todo o conhecimento"" - por definição não se restringe ou está confinada a um único livro, e não é a única fonte da filosofia vedântica",3,37,1,35.13513513513514,10.81081081081081
" O Vedanta se baseia nas leis espirituais imutáveis que são comuns às tradições religiosas e espirituais ao redor do mundo, onde o ""fim do conhecimento"" se referiria a um estado de auto-realização ou de consciência cósmica",3,42,1,35.714285714285715,14.285714285714285
" Curso de termodinâmica/Equação de estado de Van der WaalsA equação de Van der Waals introduz duas correções na lei dos gases perfeitos:N moléculas, postas num recipiente de volume V podem se deslocar no volume total V só se o volume ocupado pelas moléculas for nulo",4,51,1,33.33333333333333,25.49019607843137
" Em realidade, as moléculas ocupam um volume não nulo e existe, no recipiente, um certo volume excluído, não disponível para o deslocamento das moléculas",4,29,4,27.586206896551722,17.24137931034483
 Sejam duas moléculas supostamente esféricas e de diâmetro d,4,10,0,20.0,10.0
" O volume excluído para este par de moléculas (ou o volume inaccessível para cada um dos dois centros de gravidade), é uma esfera de raio d:formula_1formula_2formula_3formula_4Observamos que o volume excluído pelo par de moléculas representa 8 vezes o volume ocupado por uma única mólécula e 4 vezes o volume ocupado pelo par de moléculas",4,60,1,36.666666666666664,25.0
" O volume realmente disponível no recipiente de volume V contendo n mols de gás é: formula_5A equação de estado, baseada na equação dos gases perfeitos, se escreve então: formula_6A pressão P que intervém na equação de estado de um gás é, rigorosamente falando, a pressão que obriga as moléculas a ficar no recipiente de volume V",4,63,4,33.33333333333333,22.22222222222222
" Na ausência de interações, essa pressão é idêntica à pressão aplicada fora do recipiente, formula_7",4,18,2,33.33333333333333,22.22222222222222
" As forças de atração entre as moléculas são equivalentes a uma pressão ""interna"" formula_8, que reduz a pressão externa necessária para manter o gás no volume V",4,31,1,25.806451612903224,12.903225806451612
 A pressão recebida pelo gás mesmo é formula_9,4,9,0,33.33333333333333,22.22222222222222
" Para expressar quantitativamente formula_8, escolhem-se dois pequenos elementos de volume formula_11 e formula_12 ao acaso no gás, contendo 1 molécula cada um",4,26,2,19.230769230769234,19.230769230769234
 A força de atração entre formula_11 e formula_12 é f,4,11,0,27.27272727272727,9.090909090909092
" Juntando uma segunda molécula a formula_11, a força de atração se torna 2f",4,15,1,26.666666666666668,13.333333333333334
" Juntando uma terceira molécula a formula_11, a força de atração será 3f, etc",4,16,2,18.75,6.25
 O efeito é o mesmo se juntarem-se moléculas a formula_12,4,11,0,27.27272727272727,9.090909090909092
 A plataforma será batizada de P-53,1,7,0,14.285714285714285,28.57142857142857
" O ""P"" é de plataforma, e o 53 é o número dela",1,17,1,29.411764705882355,5.88235294117647
" No domingo, a Argentina vai escolher seu novo presidente",1,11,1,27.27272727272727,18.181818181818183
" É uma eleição importante para o Brasil, porque eles são nossos vizinhos e compram muitos produtos da gente",1,20,1,40.0,10.0
" Nós também compramos produtos deles, e muitos argentinos passam as férias nas nossas praias",1,17,1,35.294117647058826,0.0
" A favorita para ganhar a eleição é Cristina Kirchner, a mulher do atual presidente",1,16,1,18.75,18.75
" Assim como uma família, o governo do Estado precisa planejar onde vai gastar seu dinheiro",1,17,1,35.294117647058826,11.76470588235294
 E isso deve ser feito com antecedência,1,8,0,50.0,12.5
" Todos os anos, o chefe desta família - hoje comandada pela governadora Yeda Crusius - precisa mandar seus planos de gastos para os deputados concordarem ou não",1,30,1,30.0,16.666666666666664
" Um dos membros desta família, o Poder Judiciário (formado pelos juízes), não concorda com o dinheiro que a governadora planeja destinar a ele",1,29,2,24.137931034482758,0.0
" Os juízes são as pessoas que têm a tarefa de fazer justiça, como condenar alguém que cometeu um crime",1,21,1,42.857142857142854,14.285714285714285
" A governadora explica que não tem dinheiro para todos, que é necessário reduzir gastos, para não ter de cortar serviços fundamentais como a educação ou a saúde",1,30,2,43.333333333333336,13.333333333333334
" Essa polêmica vai ser resolvida por um outro membro da família, o Poder Legislativo, que é formado pelos deputados, eleitos pelo povo para fazer e fiscalizar as leis",1,32,3,40.625,12.5
" Pode ser que tudo isso acabe em mais impostos, aquela taxa que seus pais vivem dizendo que não agüentam mais pagar",1,23,1,52.17391304347826,13.043478260869565
 É com o dinheiro dos impostos que a governadora paga as despesas desta família,1,16,0,31.25,6.25
" É bem possível que você e sua mãe adorem ir às Lojas Americanas comprar brinquedos, chocolate, roupas e um mundão de produtos",1,26,2,34.61538461538461,3.8461538461538463
 Mas também dá para comprar essas coisas na página da Americanas pela Internet,1,14,0,50.0,28.57142857142857
" Um monte de gente compra assim, sem sair de casa",1,12,1,33.33333333333333,25.0
" Porém, nem experimente: só os mais velhos podem",1,11,1,45.45454545454545,0.0
" Tem lojas que só vendem pelo computador, como o Submarino",1,12,1,33.33333333333333,16.666666666666664
" A solidariedade mecânica estava então inserida na realidade das sociedades tradicionais, anteriores à modernidade, em que a consciência coletiva restringia as ações do indivíduo, que pautava suas decisões em favor das noções comuns de seu mundo social",2,41,3,39.02439024390244,9.75609756097561
" Isso resultava em uma coesão social muito mais forte e ao mesmo tempo em um policiamento muito mais rigoroso quanto ao comportamento do indivíduo, impossibilitando o desenvolvimento de personalidades de caráter individual, o que seria o ponto de diferenciação entre as organizações modernas e as tradicionais",2,51,2,41.17647058823529,9.803921568627452
" O mundo tradicional observado por Durkheim estava disposto de forma muito mais compacta, e as instituições de controle social dispunham de grande força sobre o comportamento do sujeito",2,30,1,40.0,13.333333333333334
" Durkheim argumentou que foi diante da grande explosão populacional vista no início do período da Revolução Industrial e do consequente aumento da “densidade moral”, ou seja, o aumento do contato entre diferentes valores e costumes que existiam nos diferentes grupos quando fragmentados, que a força de policiamento moral que as sociedades tradicionais possuíam dissolveu-se",2,60,3,33.33333333333333,15.0
" Concomitantemente a isso, a nova lógica econômica do trabalho assalariado e a competição pela obtenção de um trabalho serviram como fomento para o processo de individualização do sujeito",2,30,1,33.33333333333333,26.666666666666668
" Além disso, a especialização da mão de obra serviu também como mais um agente fragmentador das formas de relação que haviam se estabelecido até então, mas ao mesmo tempo construía uma nova forma de interdependência entre os sujeitos",2,43,2,53.48837209302325,16.27906976744186
 A especialização em uma área da produção significava não possuir capacitação para realizar outras funções,2,16,0,43.75,12.5
" Na ótica de Durkheim, os sujeitos estariam inseridos em uma lógica de solidariedade orgânica, uma vez que o construto social funcionaria como um organismo vivo, em que cada órgão do corpo estaria especializado em uma atividade específica",2,41,3,39.02439024390244,17.073170731707318
" Portanto, não poderia o cérebro realizar a atividade do coração, mas eles seriam interdependentes, uma vez que um coração não bate sem um cérebro para comandá-lo e nem o cérebro sobrevive sem um coração para alimentá-lo",2,40,3,40.0,10.0
 História da Catalunha/Idade contemporâneaA Catalunha entrou na Idade Contemporânea em meio a mais guerras,3,17,0,29.411764705882355,11.76470588235294
" Entre 1793 e 1795, guerra com a França",3,10,1,10.0,0.0
" Entre 1808 e 1814, a Guerra Peninsular, também chamada Guerra da Independência, na qual os franceses de José Bonaparte, irmão de Napoleão, invadiram a Espanha",3,31,5,22.58064516129032,16.129032258064516
" Nessa guerra, em 1811, os soldados franceses destruíram o Mosteiro do Monte Serreado",3,16,2,18.75,5.88235294117647
" Entre 1823 e 1826, ocorreu nova ocupação da Catalunha pela França",3,13,1,23.076923076923077,23.076923076923077
" Entre 1833 e 1876, as três Guerras Carlistas dividiram a Espanha, quanto à sucessão real, entre os partidários de Carlos (os ""carlistas"") e os partidários de Isabel (os ""isabelinos"")",3,41,3,26.82926829268293,4.878048780487805
" Em 1844, o Mosteiro do Monte Serreado foi reconstruído",3,11,1,18.181818181818183,9.090909090909092
" Ao mesmo tempo, a Catalunha se tornava a primeira região da Espanha a se industrializar",3,17,1,35.294117647058826,22.22222222222222
 Era a chamada Renascença Catalã,3,6,0,0.0,0.0
" Sua indústria tinha, como matéria-prima básica, o algodão americano",3,12,2,8.333333333333332,8.333333333333332
" Além de Barcelona, outras cidades destacaram-se nesse processo, como Terrassa e Sabadell, bem como diversas colônias industriais surgidas ao longo dos rios, aproveitando a força das águas através de moinhos",3,37,4,27.027027027027028,10.81081081081081
" Em 1849, surgiu a primeira ferrovia espanhola, ligando as cidades catalãs de Barcelona e Mataró",3,18,2,16.666666666666664,5.555555555555555
" Em meados do século, começou a ser produzido comercialmente o típico vinho espumante catalão, a ""cava""",3,21,2,9.523809523809524,9.523809523809524
 Um importante representante da poesia catalã surgiu nesse período: o monge Jacint Verdaguer (1845-1902),3,19,0,10.526315789473683,5.263157894736842
" No final do século XIX e início do século XX, a Catalunha estava extremamente próspera",3,17,1,23.52941176470588,17.647058823529413
" Ricos empresários, como Eusebi Güell, Antoni Amatller e Josep Batlló i Casanovas passaram a se utilizar da criatividade de arquitetos inovadores como Antoni Gaudí, Josep Puig i Cadafalch, Lluís Domènech i Montaner, Enric Sagnier e Josep Maria Jujol para construir edifícios em estilo ""art nouveau"" (em catalão, ""modernisme"")",3,61,6,13.114754098360656,9.836065573770492
" Principalmente no novo bairro de Barcelona que havia sido desenhado pelo engenheiro Ildefons Cerda especialmente para abrigar o incremento populacional decorrente da revolução industrial: o bairro de Eixample (em português, ""Expansão"")",3,38,1,23.684210526315788,21.052631578947366
" Nesse período, o então desconhecido pintor Pablo Picasso morou em Barcelona, onde realizou sua primeira exposição, em 1900, no bar Els Quatre Gats (traduzido do catalão, ""Os Quatro Gatos""), que era o ponto de encontro dos artistas modernistas de Barcelona",3,51,6,27.450980392156865,7.6923076923076925
" ""Tamanho"" – Acerca do tamanho deve-se considerar como filosofia de armazenamento que os produtos pesados, volumosos ou de difícil manuseamento devem ser armazenados perto do seu local de utilização, isto porque os custo de manipulação de produtos pesados ou volumosos é sempre maior, sendo este um incentivo para minimizar a distância de manipulação",4,59,3,45.76271186440678,16.94915254237288
" Nesta filosofia também se devem considerar as variações na altura de tecto, isto porque de zona para zona, dentro de um armazém existe uma relação directa entre se a altura do tecto e o produto a ser armazenado, especificamente os produtos pesados e volumosos devem ser armazenados nas zonas em que o tecto tem uma altura mais baixa, enquanto que os produtos mais leves e de fácil manuseamento devem ser armazenados em zonas cujo tecto é mais alto",4,83,4,46.98795180722892,14.285714285714285
" Se forem consideradas estas parametrizações verificar-se-á uma gestão e um manuseamento mais correcto e produtivo, o enfoque é feito também tendo em consideração os metros cúbicos disponíveis no armazém a serem utilizados, respeitando sempre as restrições existentes a nível da capacidade de carga do piso",4,48,2,31.25,14.583333333333334
" Assim, os produtos leves podem ser armazenados em zonas mais altas do que os produtos pesados e volumosos, dependendo apenas da capacidade de carga do piso",4,29,2,41.37931034482759,20.689655172413794
" A filosofia de tamanho afirma também que o tamanho de um local de armazenamento se deve ajustar ao tamanho do material a ser armazenado, ou seja, nunca armazenar um produto que ocupa 3 metros cúbicos num local com capacidade para armazenar um produto que ocupa 9 metros cúbicos",4,52,2,40.38461538461539,17.307692307692307
" É necessário a existência de uma larga variedade de tamanhos, a nível de armazenamento, de modo a que produtos diferentes possam ser armazenados de forma diferente",4,29,2,34.48275862068966,20.689655172413794
" Não se deve ter em consideração o tamanho físico de um só produto mas sim a quantidade total a ser armazenada desse mesmo produto, pois os ""layouts"" e métodos de armazenamento variam com a quantidade, e é completamente diferente armazenar 2 paletes de um determinado produto e armazenar 200 paletes desse mesmo produto (Tompkins et al",4,64,2,32.8125,7.8125
", 2003, p",4,4,2,0.0,0.0
 444),4,3,0,0.0,0.0
" ""Características"" – Os produtos têm todos eles características diferentes o que vai permitir o seu armazenamento e manipulação de diferentes maneiras, no entanto não podemos ignorar essas mesmas características ocorrendo numa má gestão de armazenamento",4,39,1,30.76923076923077,10.256410256410255
" Tem de se ter em consideração os diversos tipos de produtos:""Utilização de espaço"" – Quando se fala em ergonomia de espaço, tem de se considerar todas as necessidades necessárias e ideais para o armazenamento dos produtos",4,39,1,43.58974358974359,25.64102564102564
"Para efetuar o planeamento da armazenagem ou acomodação dos produtos bem como a optimização no seu manuseamento tem de ser desenvolvido um ""layout"" que irá permitir a maximização da utilização do espaço de armazenamento conjugado com o nível de serviço prestado e também com o tipo de produto a ser armazenado",4,53,0,45.28301886792453,20.754716981132077
" A conjugação de todos estes factores vai permitir uma maior qualidade no serviço prestado bem como, uma maior celeridade dos mesmos",4,23,1,52.17391304347826,17.391304347826086
" Quando se fala do ""layout"" devem ser considerados vários factores:",4,14,0,35.714285714285715,21.428571428571427
"Sopa de letrinhas é um dos poemas que fazem parte do livro Girassóis e outras poesias, da editora Companhia das Letrinhas",1,22,1,50.0,18.181818181818183
 Esse livro foi escrito por Lalau,1,7,0,28.57142857142857,0.0
" O escritor nasceu em 1954, em São Paulo, cidade em que mora",1,15,2,26.666666666666668,13.333333333333334
 O livro foi ilustrado pela artista plástica e ilustradora Laurabeatriz,1,11,0,18.181818181818183,9.090909090909092
" ﻿Os bolores também podem aparecer em livros, sapatos e armários, então, é preciso manter tudo limpo e ventilado para evitar pontos de umidade",1,27,3,33.33333333333333,11.11111111111111
 Afinal os fungos estão no ar em busca de um bom lugar para pousar e se multiplicar,1,18,0,55.55555555555556,22.22222222222222
" ﻿A Orquestra Quilombola do Curiaú mescla violinos, violoncelos e v sopros aos instrumentos típicos africanos",1,18,1,11.11111111111111,11.11111111111111
" Segundo Elias Sampaio, ""não dava para impor um repertório erudito e ignorar a cultura que eles tinham""",1,21,1,23.809523809523807,9.523809523809524
" O professor comenta que os próprios alunos, assim que acumulam certa carga de conhecimento, passam a ensinar os mais jovens",1,23,2,30.434782608695656,4.3478260869565215
" O maestro tem a preocupação de ressaltar aos alunos: ""Para ser qualquer profissional, é preciso ser cidadão primeiro",1,23,1,34.78260869565217,8.695652173913043
" Tem de ser responsável, tem de estar no horário, tem de obedecer às regras""",1,19,2,47.368421052631575,21.052631578947366
" Então, a iniciativa ensina aos jovens o senso de responsabilidade, de direitos e de deveres por meio da música",1,23,2,30.434782608695656,17.391304347826086
 ﻿A pele do sapo precisa estar sempre úmida e é por ela que o bicho respira,1,17,0,41.17647058823529,23.52941176470588
 O sangue corre perto da pele e atrai o oxigênio do ar,1,13,0,23.076923076923077,23.076923076923077
" A coaxada, que varia de espécie para espécie, vem de uma prega da pele que fica embaixo da boca e vibra quando se enche de ar",1,29,2,41.37931034482759,34.48275862068966
 O formato e a estrutura das patas são ótimos para pular,1,12,0,25.0,8.333333333333332
 E as patas traseiras têm músculos bem desenvolvidos que ajudam a dar impulso,1,14,0,35.714285714285715,0.0
 Atrás dos olhos e nas patas traseiras existem glândulas que produzem veneno,1,13,0,23.076923076923077,7.6923076923076925
 Existem espécies que carregam filhotes em cima do corpo,1,10,0,40.0,20.0
" Assim, eles ficam protegidos dos inimigos",1,8,1,25.0,0.0
" E fácil confundir sapos, pererecas e rãs, pois todos pertencem ao grupo dos anuros",1,18,2,22.22222222222222,0.0
" Dom Quixote é a personagem central do livro Dom Quixote de La Mancha, escrito no século XVI pelo espanhol Miguel de Cervantes",2,24,1,25.0,25.0
" Dom Quixote é um nobre decadente, culto e inteligente, mas que enlouquece de tanto ler novelas de cavalaria",2,21,2,33.33333333333333,9.523809523809524
" Decide, então, tornar-se um cavaleiro andante e sai pela Espanha em busca de aventuras",2,17,2,29.411764705882355,17.647058823529413
" A seguir, você vai ler dois textos",2,9,1,33.33333333333333,0.0
 O primeiro se inclui entre as lendas do rei Artur e os cavaleiros da Távola Redonda; o segundo é um trecho do livro Dom Quixote de La Mancha,2,30,0,40.0,20.0
 Resgatar palavras dos dicionários é desafio ao patrimônio cultural e à memória de gerações,2,16,0,25.0,6.25
" Como a do crítico Antônio Cândido, saudoso de ""maneiro"" (leve) da infância",2,18,1,16.666666666666664,27.77777777777778
" Como a da atriz Ana Paula Arósio, que daria segunda chance a ""ósculo"" (beijo)",2,20,1,15.0,10.0
" Muitas sumiram, com tal sonoridade e sentido que mereciam resgate, como ""palimpsesto"" (pergaminho reusado, metáfora de vivências superpostas) e “ignotícia” (ignorância de algo)",2,35,3,20.0,11.428571428571429
" Na Espanha, a Escuela de Escritores de Madrid se uniu à Escola d’Escríptura dei Ateneo Barcelonés para promover uma votação, a qual poderia manter vivas palavras em desuso",2,31,2,25.806451612903224,19.35483870967742
" A ""cruzada"" mobilizou 21632 falantes do espanhol de 69 países, que ""apadrinharam"" 10 mil termos pelo site ",2,23,1,21.73913043478261,17.391304347826086
" O escritor Vergílio Ferreira (1916-1996) perguntou em um de seus textos: ""Quais tuas palavras essenciais?""",2,22,0,22.727272727272727,4.545454545454546
" Para ele, as que restam após toda agitação, projetos e feitos pessoais",2,15,2,33.33333333333333,13.333333333333334
 As que esperam tudo calar para serem ouvidas,2,9,0,33.33333333333333,22.22222222222222
 As que ignoramos por nunca nelas pensar,2,9,0,44.44444444444444,0.0
" Mas que estão lá, à espreita, mesmo quando menos lembradas",2,13,2,53.84615384615385,0.0
 A língua portuguesa originou-se do latim,2,7,0,14.285714285714285,14.285714285714285
" O latim era uma língua falada no Lácio, região da atual Itália, que fazia parte do Império Romano",2,21,2,38.095238095238095,28.57142857142857
" À medida que os romanos conquistavam novos territórios, o latim, levado pelos soldados e mercadores, ia se modificando no contato com outras culturas",2,27,3,29.629629629629626,14.814814814814813
" Assim, deu origem a novas línguas, das quais derivam as chamadas línguas neolatinas: o espanhol, o francês, o catalão, o provençal, o romeno, o italiano, o galego, além do português",2,41,9,14.634146341463413,7.317073170731707
" Durante a revolta, os proprietários de terras brancos foram massacrados pelos escravos",3,14,1,28.57142857142857,7.142857142857142
" O cônsul francês Napoleão Bonaparte enviou, em 1802, uma força militar para restabelecer a ordem em São Domingos",3,21,2,19.047619047619047,9.523809523809524
" Após violentos combates contra os revoltosos, o exército francês liderado pelo general Leclerc acabou por triunfar e enviar o principal líder da rebelião, Toussaint Louverture, para uma prisão na França, onde veio a morrer no ano seguinte em decorrência do rigor do clima e da má nutrição",3,52,4,26.923076923076923,19.230769230769234
" Porém a revolta prosseguiu em São Domingos, culminando na declaração de independência em 1804 por um companheiro de Louverture, Jean-Jacques Dessalines",3,24,2,29.166666666666668,12.5
" O novo país passou a se chamar Haiti, que era o nome indígena de uma região da ilha e que significava ""terra de altas montanhas""",3,29,1,31.03448275862069,24.137931034482758
" Dessalines se autoproclamou imperador Jacques I, porém acabou sendo assassinado em 1806",3,14,1,21.428571428571427,7.142857142857142
" O país se dividiu em dois: uma monarquia no norte, sob o comando de Henri Cristophe e uma república ao sul, sob o comando de Alexandre Pétion",3,32,2,31.25,12.5
" Henri Cristophe construiu uma grande fortaleza ao norte: a cidadela de ""La Ferrière""",3,18,0,16.666666666666664,16.666666666666664
" No mesmo ano em que fortaleza terminou de ser construída, 1820, Henri Cristophe se suicidou diante da iminência de uma rebelião popular",3,25,2,40.0,24.0
" Enquanto isso, Alexandre Pétion morreu, de febre amarela, em 1818",3,14,3,21.428571428571427,7.142857142857142
" Sucedeu-lhe, como líder da República do Haiti, Jean Pierre Boyer, que retomou a região norte do Haiti, pondo fim ao Reino do Haiti",3,29,4,24.137931034482758,20.689655172413794
" Em 1822, com a independência da República Dominicana, na porção leste da Ilha de Espanhola, a República do Haiti invadiu a região e unificou a ilha",3,30,3,20.0,23.333333333333332
" Em 1825, a França aceitou reconhecer oficialmente a independência haitiana em troca de uma indenização de noventa mil francos",3,21,1,23.809523809523807,9.523809523809524
" A alta quantia da indenização forçou o governo de Boyer a aumentar os impostos, o que diminuiu sua popularidade",3,21,1,23.809523809523807,14.285714285714285
" Em 1843, uma revolução forçou Boyer a abdicar do cargo de presidente e a se exilar",3,18,1,22.22222222222222,16.666666666666664
 A instabilidade política permitiu à República Dominicana expulsar os haitianos no ano seguinte,3,14,0,21.428571428571427,14.285714285714285
" Daí em diante, os governos haitianos se sucederam velozmente, sem conseguir deter a onda de rebeliões",3,19,2,31.57894736842105,10.0
" Em 1857, os Estados Unidos reivindicaram a posse da ilha haitiana de Navassa, que possuía reservas abundantes de guano",3,22,2,22.727272727272727,13.636363636363635
" O guano, na época, era uma importante matéria-prima para a indústria de fertilizantes",3,16,2,31.25,18.75
" Não obstante os protestos haitianos, a companhia estadunidense Navassa Phosphate Company explorou o guano na ilha de 1865 até 1898",3,22,1,18.181818181818183,9.090909090909092
" Em 1915, os Estados Unidos invadiram o país para proteger os interesses do banco Kuhn, Loeb & Company",3,21,2,19.047619047619047,9.523809523809524
 Os Estados Unidos permaneceram no país até 1934,3,9,0,22.22222222222222,11.11111111111111
" Após a saída estadunidense, o país retomou sua rotina de instabilidade política e rebeliões",3,16,1,12.5,12.5
" Em 1957, François Duvalier foi eleito presidente e iniciou uma ditadura baseada na violência de sua milícia pessoal, os ""tonton macoutes"" (""bichos papões"")",3,32,2,18.75,9.375
" Duvalier permaneceu no poder até sua morte em 1971, sendo sucedido por seu filho Jean-Claude Duvalier",3,18,1,38.88888888888889,11.11111111111111
 O filho continuou a política do pai até ser derrubado por um levante popular em 1986,3,17,0,35.294117647058826,5.88235294117647
" Após a queda de Jean-Claude Duvalier, o país retomou a sua instabilidade política costumeira",3,16,1,12.5,6.25
" Em 2004, a Organização das Nações Unidas iniciou uma ocupação militar do país para estabelecer a ordem",3,19,1,21.052631578947366,10.526315789473683
" Em 2010, um terremoto de grau sete arrasou o sul do país, deixando 200 000 mortos e mais de 1 000 000 de desabrigados",3,27,2,25.925925925925924,18.51851851851852
" O terremoto foi acompanhado por uma epidemia de cólera, que matou mais de 7 000 haitianos",3,18,1,38.88888888888889,11.11111111111111
" A doença foi causada, em parte, por bactérias introduzidas por soldados nepaleses que vieram ao país em missão de paz da Organização das Nações Unidas",3,29,2,34.48275862068966,6.896551724137931
" Mas a doença só se alastrou devido à ausência quase total, no país, de um sistema de esgotos e de água potável",3,25,2,36.0,24.0
" Logística/Gestão de armazéns/Picking/Como escolherEstabelecer a melhor prática de ""order picking"" para um armazém ou uma operação de distribuição é uma tarefa importante",4,31,0,29.03225806451613,19.35483870967742
" Embora existam certos princípios na actividade de ""picking"" que são geralmente aplicáveis a todas as operações do armazém, não há uma resposta fácil",4,27,1,33.33333333333333,11.11111111111111
 As melhor prática é algo de pessoal,4,8,0,37.5,12.5
 O que poderá ser a melhor prática para uma determinada operação pode ser totalmente inadequada para outra,4,18,0,50.0,16.666666666666664
" As questões podem se colocar em termos de capacidade, de fluxo, complexidade, resposta, investimento, ou qualquer combinação dos anteriores",4,25,5,32.0,16.0
" Normalmente, as razões para as diferenças estão relacionadas com o cliente",4,13,1,38.46153846153847,7.6923076923076925
" Assim, quando se inicia a jornada para estabelecer as melhores práticas para um armazém ou centro de distribuição, é necessário responder às seguintes perguntas (Halsey, 1998):1",4,32,3,31.25,12.5
" Que tipo de mercado servimos? Pelo menos, existem dois tipos de mercados a partir de uma perspectiva do ""order picking""",4,25,1,36.0,24.0
" Um mercado """"close-ended"""" que seria onde serviríamos um conjunto específico de clientes",4,17,0,29.411764705882355,5.88235294117647
" Em muitos casos, esses clientes fazem um pedido e esperam as respectivas entregas em um horário fixo definido",4,20,1,35.0,15.0
" Isto guia o ""order picking""",4,8,0,0.0,0.0
 O mercado é limitado,4,5,0,20.0,20.0
" Por outro lado, temos um mercado ""openended"" que é aquele que não é precisamente definido em termos de clientes específicos",4,24,1,45.83333333333333,12.5
" Em um determinado momento existe um núcleo de clientes passados que esperamos continuar a servir, mas também existem novos, e aqueles que nos deixam",4,27,2,40.74074074074074,3.7037037037037033
" Quem é o cliente? Há quatro divisões clássicas do clientes que afectam os perfis dos mesmos e as expectativas de serviço para o ""order picking""",4,29,0,31.03448275862069,10.344827586206897
" Os fabricantes podem ou não operar em horários fixos, com um consumo relativamente constante",4,16,1,37.5,0.0
" Os distribuidores podem servir uma clientela que varia de, relativamente estática a altamente dinâmica em termos de requisitos do produto",4,22,1,31.818181818181817,13.636363636363635
" Revendedores e distribuidores servindo os revendedores e os consumidores, terão um perfil de encomenda significativamente diferente, provavelmente menor, mas altamente dinâmico",4,25,3,24.0,4.0
"A curiosidade premiada, de Fernanda Lopes de Almeida, Ática",1,11,2,18.181818181818183,18.181818181818183
"Os pais de Glorinha não aguentam mais a menina fazendo perguntas, até perceberem a importância da curiosidade",1,18,1,27.77777777777778,16.666666666666664
" Existem tantas coisas incríveis para descobrir neste mundo!A operação do Tio Onofre, de Tatiana Belinky, Ática",1,20,2,20.0,15.0
A mania de Talita de dar nomes que rimassem com todos os objetos da casa foi o que ajudou a família toda a sair de uma grande encrenca,1,28,0,50.0,25.0
As fadas nos falam de,1,5,0,40.0,20.0
" amizade, de Rosa Maria Curto e Aleix Cabrera, Ciranda Cultural",1,13,2,7.6923076923076925,15.384615384615385
A fada Dani sempre guiava seu amigo guaxinim,1,8,0,25.0,25.0
 Ele estava bem velhinho e não tinha mais o olfato nem a visão de antes,1,16,0,43.75,6.25
" Certo dia, Dani teve uma experiência parecida com a de seu amigo, e isso a fez entendê-lo melhor",1,21,2,33.33333333333333,19.047619047619047
"As trigêmeas e os três erres, de Roser Capdevila e Carles Capdevila, Scipione",1,15,2,20.0,6.666666666666667
"As trigêmeas Teresa, Ana e Helena inventam as três Supererres para ajudar a salvar a Terra",1,17,1,17.647058823529413,17.647058823529413
" Pensando que iriam salvar muitas árvores, as irmãs resolvem jogar livros e cadernos na lixeira destinada a papel",1,20,1,15.0,5.0
 A Bruxa Onilda então decide transformar as trigêmeas em três lixeiras para que aprendam realmente como se preserva o meio ambiente,1,22,0,40.909090909090914,18.181818181818183
"Asas de dentro, de Sônia Barros, Scipione",1,9,2,33.33333333333333,22.22222222222222
"A personagem Rosinha é uma menina muito especial; tem o cabelo cor-de-rosa, um bicho de estimação curioso e",1,20,1,30.0,15.0
 gosta de voar,1,4,0,25.0,25.0
" Só que, por ser assim diferente, ela se sente discriminada por algumas pessoas",1,16,2,50.0,6.25
 Este livro convida você a refletir sobre a diversidade e a importância de conviver com as diferenças,1,18,0,27.77777777777778,5.555555555555555
"Fábulas de Esopo, de Ruth Rocha, Salamandra",1,9,2,22.22222222222222,22.22222222222222
"As histórias da tradição popular de várias partes do mundo recontadas pela autora deste livro divertem, ensinam e fazem a imaginação voar",1,24,1,25.0,16.666666666666664
Neste livro a escritora Ruth Rocha reconta as histórias da tradição popular de muitos lugares do mundo,1,17,0,29.411764705882355,16.666666666666664
"Sua imaginação vai voar, ao mesmo tempo que você vai aprender se divertindo!Na praia e no luar, tartaruga quer o mar, de Ana Maria Machado, Ática",1,31,4,32.25806451612903,9.67741935483871
Luísa e o irmão salvam a vida de uma tartaruga e mostram aos adultos a importância de preservar esses animais que existem há 150 milhões de anos,1,28,0,25.0,14.285714285714285
"O gato Massamê e aquilo que ele vê, de Ana Maria Machado, Ática",1,15,2,26.666666666666668,13.333333333333334
"De andar macio, sem nome e sem dono, Massamê buscava um grande amor",1,15,2,26.666666666666668,20.0
 Até que encontrou Luísa e ganhou carinho e atenção,1,10,0,10.0,0.0
