text,level
" O volume realmente disponível no recipiente de volume V contendo n mols de gás é: formula_5A equação de estado, baseada na equação dos gases perfeitos, se escreve então: formula_6A pressão P que intervém na equação de estado de um gás é, rigorosamente falando, a pressão que obriga as moléculas a ficar no recipiente de volume V",4
" Na ausência de interações, essa pressão é idêntica à pressão aplicada fora do recipiente, formula_7",4
" As forças de atração entre as moléculas são equivalentes a uma pressão ""interna"" formula_8, que reduz a pressão externa necessária para manter o gás no volume V",4
 A pressão recebida pelo gás mesmo é formula_9,4
" Para expressar quantitativamente formula_8, escolhem-se dois pequenos elementos de volume formula_11 e formula_12 ao acaso no gás, contendo 1 molécula cada um",4
 A força de atração entre formula_11 e formula_12 é f,4
" Juntando uma segunda molécula a formula_11, a força de atração se torna 2f",4
" Juntando uma terceira molécula a formula_11, a força de atração será 3f, etc",4
 O efeito é o mesmo se juntarem-se moléculas a formula_12,4
 A plataforma será batizada de P-53,1
" O ""P"" é de plataforma, e o 53 é o número dela",1
" No domingo, a Argentina vai escolher seu novo presidente",1
" É uma eleição importante para o Brasil, porque eles são nossos vizinhos e compram muitos produtos da gente",1
" Nós também compramos produtos deles, e muitos argentinos passam as férias nas nossas praias",1
" A favorita para ganhar a eleição é Cristina Kirchner, a mulher do atual presidente",1
" Assim como uma família, o governo do Estado precisa planejar onde vai gastar seu dinheiro",1
 E isso deve ser feito com antecedência,1
" Todos os anos, o chefe desta família - hoje comandada pela governadora Yeda Crusius - precisa mandar seus planos de gastos para os deputados concordarem ou não",1
" Um dos membros desta família, o Poder Judiciário (formado pelos juízes), não concorda com o dinheiro que a governadora planeja destinar a ele",1
" Os juízes são as pessoas que têm a tarefa de fazer justiça, como condenar alguém que cometeu um crime",1
" A governadora explica que não tem dinheiro para todos, que é necessário reduzir gastos, para não ter de cortar serviços fundamentais como a educação ou a saúde",1
" Essa polêmica vai ser resolvida por um outro membro da família, o Poder Legislativo, que é formado pelos deputados, eleitos pelo povo para fazer e fiscalizar as leis",1
" Pode ser que tudo isso acabe em mais impostos, aquela taxa que seus pais vivem dizendo que não agüentam mais pagar",1
 É com o dinheiro dos impostos que a governadora paga as despesas desta família,1
" É bem possível que você e sua mãe adorem ir às Lojas Americanas comprar brinquedos, chocolate, roupas e um mundão de produtos",1
 Mas também dá para comprar essas coisas na página da Americanas pela Internet,1
" Um monte de gente compra assim, sem sair de casa",1
" Porém, nem experimente: só os mais velhos podem",1
" Tem lojas que só vendem pelo computador, como o Submarino",1
" A solidariedade mecânica estava então inserida na realidade das sociedades tradicionais, anteriores à modernidade, em que a consciência coletiva restringia as ações do indivíduo, que pautava suas decisões em favor das noções comuns de seu mundo social",2
" Isso resultava em uma coesão social muito mais forte e ao mesmo tempo em um policiamento muito mais rigoroso quanto ao comportamento do indivíduo, impossibilitando o desenvolvimento de personalidades de caráter individual, o que seria o ponto de diferenciação entre as organizações modernas e as tradicionais",2
" O mundo tradicional observado por Durkheim estava disposto de forma muito mais compacta, e as instituições de controle social dispunham de grande força sobre o comportamento do sujeito",2
" Durkheim argumentou que foi diante da grande explosão populacional vista no início do período da Revolução Industrial e do consequente aumento da “densidade moral”, ou seja, o aumento do contato entre diferentes valores e costumes que existiam nos diferentes grupos quando fragmentados, que a força de policiamento moral que as sociedades tradicionais possuíam dissolveu-se",2
" Concomitantemente a isso, a nova lógica econômica do trabalho assalariado e a competição pela obtenção de um trabalho serviram como fomento para o processo de individualização do sujeito",2
" Além disso, a especialização da mão de obra serviu também como mais um agente fragmentador das formas de relação que haviam se estabelecido até então, mas ao mesmo tempo construía uma nova forma de interdependência entre os sujeitos",2
 A especialização em uma área da produção significava não possuir capacitação para realizar outras funções,2
" Na ótica de Durkheim, os sujeitos estariam inseridos em uma lógica de solidariedade orgânica, uma vez que o construto social funcionaria como um organismo vivo, em que cada órgão do corpo estaria especializado em uma atividade específica",2
" Portanto, não poderia o cérebro realizar a atividade do coração, mas eles seriam interdependentes, uma vez que um coração não bate sem um cérebro para comandá-lo e nem o cérebro sobrevive sem um coração para alimentá-lo",2
 História da Catalunha/Idade contemporâneaA Catalunha entrou na Idade Contemporânea em meio a mais guerras,3
" Entre 1793 e 1795, guerra com a França",3
" Entre 1808 e 1814, a Guerra Peninsular, também chamada Guerra da Independência, na qual os franceses de José Bonaparte, irmão de Napoleão, invadiram a Espanha",3
" Nessa guerra, em 1811, os soldados franceses destruíram o Mosteiro do Monte Serreado",3
" Entre 1823 e 1826, ocorreu nova ocupação da Catalunha pela França",3
" Entre 1833 e 1876, as três Guerras Carlistas dividiram a Espanha, quanto à sucessão real, entre os partidários de Carlos (os ""carlistas"") e os partidários de Isabel (os ""isabelinos"")",3
" Em 1844, o Mosteiro do Monte Serreado foi reconstruído",3
" Ao mesmo tempo, a Catalunha se tornava a primeira região da Espanha a se industrializar",3
 Era a chamada Renascença Catalã,3
" Sua indústria tinha, como matéria-prima básica, o algodão americano",3
" Além de Barcelona, outras cidades destacaram-se nesse processo, como Terrassa e Sabadell, bem como diversas colônias industriais surgidas ao longo dos rios, aproveitando a força das águas através de moinhos",3
" Em 1849, surgiu a primeira ferrovia espanhola, ligando as cidades catalãs de Barcelona e Mataró",3
" Em meados do século, começou a ser produzido comercialmente o típico vinho espumante catalão, a ""cava""",3
 Um importante representante da poesia catalã surgiu nesse período: o monge Jacint Verdaguer (1845-1902),3
" No final do século XIX e início do século XX, a Catalunha estava extremamente próspera",3
" Ricos empresários, como Eusebi Güell, Antoni Amatller e Josep Batlló i Casanovas passaram a se utilizar da criatividade de arquitetos inovadores como Antoni Gaudí, Josep Puig i Cadafalch, Lluís Domènech i Montaner, Enric Sagnier e Josep Maria Jujol para construir edifícios em estilo ""art nouveau"" (em catalão, ""modernisme"")",3
" Principalmente no novo bairro de Barcelona que havia sido desenhado pelo engenheiro Ildefons Cerda especialmente para abrigar o incremento populacional decorrente da revolução industrial: o bairro de Eixample (em português, ""Expansão"")",3
" Nesse período, o então desconhecido pintor Pablo Picasso morou em Barcelona, onde realizou sua primeira exposição, em 1900, no bar Els Quatre Gats (traduzido do catalão, ""Os Quatro Gatos""), que era o ponto de encontro dos artistas modernistas de Barcelona",3
" ""Tamanho"" – Acerca do tamanho deve-se considerar como filosofia de armazenamento que os produtos pesados, volumosos ou de difícil manuseamento devem ser armazenados perto do seu local de utilização, isto porque os custo de manipulação de produtos pesados ou volumosos é sempre maior, sendo este um incentivo para minimizar a distância de manipulação",4
" Nesta filosofia também se devem considerar as variações na altura de tecto, isto porque de zona para zona, dentro de um armazém existe uma relação directa entre se a altura do tecto e o produto a ser armazenado, especificamente os produtos pesados e volumosos devem ser armazenados nas zonas em que o tecto tem uma altura mais baixa, enquanto que os produtos mais leves e de fácil manuseamento devem ser armazenados em zonas cujo tecto é mais alto",4
" Se forem consideradas estas parametrizações verificar-se-á uma gestão e um manuseamento mais correcto e produtivo, o enfoque é feito também tendo em consideração os metros cúbicos disponíveis no armazém a serem utilizados, respeitando sempre as restrições existentes a nível da capacidade de carga do piso",4
" Assim, os produtos leves podem ser armazenados em zonas mais altas do que os produtos pesados e volumosos, dependendo apenas da capacidade de carga do piso",4
" A filosofia de tamanho afirma também que o tamanho de um local de armazenamento se deve ajustar ao tamanho do material a ser armazenado, ou seja, nunca armazenar um produto que ocupa 3 metros cúbicos num local com capacidade para armazenar um produto que ocupa 9 metros cúbicos",4
" É necessário a existência de uma larga variedade de tamanhos, a nível de armazenamento, de modo a que produtos diferentes possam ser armazenados de forma diferente",4
" Não se deve ter em consideração o tamanho físico de um só produto mas sim a quantidade total a ser armazenada desse mesmo produto, pois os ""layouts"" e métodos de armazenamento variam com a quantidade, e é completamente diferente armazenar 2 paletes de um determinado produto e armazenar 200 paletes desse mesmo produto (Tompkins et al",4
", 2003, p",4
 444),4
" ""Características"" – Os produtos têm todos eles características diferentes o que vai permitir o seu armazenamento e manipulação de diferentes maneiras, no entanto não podemos ignorar essas mesmas características ocorrendo numa má gestão de armazenamento",4
" Tem de se ter em consideração os diversos tipos de produtos:""Utilização de espaço"" – Quando se fala em ergonomia de espaço, tem de se considerar todas as necessidades necessárias e ideais para o armazenamento dos produtos",4
"Para efetuar o planeamento da armazenagem ou acomodação dos produtos bem como a optimização no seu manuseamento tem de ser desenvolvido um ""layout"" que irá permitir a maximização da utilização do espaço de armazenamento conjugado com o nível de serviço prestado e também com o tipo de produto a ser armazenado",4
" A conjugação de todos estes factores vai permitir uma maior qualidade no serviço prestado bem como, uma maior celeridade dos mesmos",4
" Quando se fala do ""layout"" devem ser considerados vários factores:",4
"Sopa de letrinhas é um dos poemas que fazem parte do livro Girassóis e outras poesias, da editora Companhia das Letrinhas",1
 Esse livro foi escrito por Lalau,1
" O escritor nasceu em 1954, em São Paulo, cidade em que mora",1
 O livro foi ilustrado pela artista plástica e ilustradora Laurabeatriz,1
" ﻿Os bolores também podem aparecer em livros, sapatos e armários, então, é preciso manter tudo limpo e ventilado para evitar pontos de umidade",1
 Afinal os fungos estão no ar em busca de um bom lugar para pousar e se multiplicar,1
" ﻿A Orquestra Quilombola do Curiaú mescla violinos, violoncelos e v sopros aos instrumentos típicos africanos",1
" Segundo Elias Sampaio, ""não dava para impor um repertório erudito e ignorar a cultura que eles tinham""",1
" O professor comenta que os próprios alunos, assim que acumulam certa carga de conhecimento, passam a ensinar os mais jovens",1
" O maestro tem a preocupação de ressaltar aos alunos: ""Para ser qualquer profissional, é preciso ser cidadão primeiro",1
" Tem de ser responsável, tem de estar no horário, tem de obedecer às regras""",1
" Então, a iniciativa ensina aos jovens o senso de responsabilidade, de direitos e de deveres por meio da música",1
 ﻿A pele do sapo precisa estar sempre úmida e é por ela que o bicho respira,1
 O sangue corre perto da pele e atrai o oxigênio do ar,1
" A coaxada, que varia de espécie para espécie, vem de uma prega da pele que fica embaixo da boca e vibra quando se enche de ar",1
 O formato e a estrutura das patas são ótimos para pular,1
 E as patas traseiras têm músculos bem desenvolvidos que ajudam a dar impulso,1
 Atrás dos olhos e nas patas traseiras existem glândulas que produzem veneno,1
 Existem espécies que carregam filhotes em cima do corpo,1
" Assim, eles ficam protegidos dos inimigos",1
" E fácil confundir sapos, pererecas e rãs, pois todos pertencem ao grupo dos anuros",1
" Dom Quixote é a personagem central do livro Dom Quixote de La Mancha, escrito no século XVI pelo espanhol Miguel de Cervantes",2
" Dom Quixote é um nobre decadente, culto e inteligente, mas que enlouquece de tanto ler novelas de cavalaria",2
" Decide, então, tornar-se um cavaleiro andante e sai pela Espanha em busca de aventuras",2
" A seguir, você vai ler dois textos",2
 O primeiro se inclui entre as lendas do rei Artur e os cavaleiros da Távola Redonda; o segundo é um trecho do livro Dom Quixote de La Mancha,2
 Resgatar palavras dos dicionários é desafio ao patrimônio cultural e à memória de gerações,2
" Como a do crítico Antônio Cândido, saudoso de ""maneiro"" (leve) da infância",2
" Como a da atriz Ana Paula Arósio, que daria segunda chance a ""ósculo"" (beijo)",2
" Muitas sumiram, com tal sonoridade e sentido que mereciam resgate, como ""palimpsesto"" (pergaminho reusado, metáfora de vivências superpostas) e “ignotícia” (ignorância de algo)",2
" Na Espanha, a Escuela de Escritores de Madrid se uniu à Escola d’Escríptura dei Ateneo Barcelonés para promover uma votação, a qual poderia manter vivas palavras em desuso",2
" A ""cruzada"" mobilizou 21632 falantes do espanhol de 69 países, que ""apadrinharam"" 10 mil termos pelo site ",2
" O escritor Vergílio Ferreira (1916-1996) perguntou em um de seus textos: ""Quais tuas palavras essenciais?""",2
" Para ele, as que restam após toda agitação, projetos e feitos pessoais",2
 As que esperam tudo calar para serem ouvidas,2
 As que ignoramos por nunca nelas pensar,2
" Mas que estão lá, à espreita, mesmo quando menos lembradas",2
 A língua portuguesa originou-se do latim,2
" O latim era uma língua falada no Lácio, região da atual Itália, que fazia parte do Império Romano",2
" À medida que os romanos conquistavam novos territórios, o latim, levado pelos soldados e mercadores, ia se modificando no contato com outras culturas",2
" Assim, deu origem a novas línguas, das quais derivam as chamadas línguas neolatinas: o espanhol, o francês, o catalão, o provençal, o romeno, o italiano, o galego, além do português",2
" Durante a revolta, os proprietários de terras brancos foram massacrados pelos escravos",3
" O cônsul francês Napoleão Bonaparte enviou, em 1802, uma força militar para restabelecer a ordem em São Domingos",3
" Após violentos combates contra os revoltosos, o exército francês liderado pelo general Leclerc acabou por triunfar e enviar o principal líder da rebelião, Toussaint Louverture, para uma prisão na França, onde veio a morrer no ano seguinte em decorrência do rigor do clima e da má nutrição",3
" Porém a revolta prosseguiu em São Domingos, culminando na declaração de independência em 1804 por um companheiro de Louverture, Jean-Jacques Dessalines",3
" O novo país passou a se chamar Haiti, que era o nome indígena de uma região da ilha e que significava ""terra de altas montanhas""",3
" Dessalines se autoproclamou imperador Jacques I, porém acabou sendo assassinado em 1806",3
" O país se dividiu em dois: uma monarquia no norte, sob o comando de Henri Cristophe e uma república ao sul, sob o comando de Alexandre Pétion",3
" Henri Cristophe construiu uma grande fortaleza ao norte: a cidadela de ""La Ferrière""",3
" No mesmo ano em que fortaleza terminou de ser construída, 1820, Henri Cristophe se suicidou diante da iminência de uma rebelião popular",3
" Enquanto isso, Alexandre Pétion morreu, de febre amarela, em 1818",3
" Sucedeu-lhe, como líder da República do Haiti, Jean Pierre Boyer, que retomou a região norte do Haiti, pondo fim ao Reino do Haiti",3
" Em 1822, com a independência da República Dominicana, na porção leste da Ilha de Espanhola, a República do Haiti invadiu a região e unificou a ilha",3
" Em 1825, a França aceitou reconhecer oficialmente a independência haitiana em troca de uma indenização de noventa mil francos",3
" A alta quantia da indenização forçou o governo de Boyer a aumentar os impostos, o que diminuiu sua popularidade",3
" Em 1843, uma revolução forçou Boyer a abdicar do cargo de presidente e a se exilar",3
 A instabilidade política permitiu à República Dominicana expulsar os haitianos no ano seguinte,3
" Daí em diante, os governos haitianos se sucederam velozmente, sem conseguir deter a onda de rebeliões",3
" Em 1857, os Estados Unidos reivindicaram a posse da ilha haitiana de Navassa, que possuía reservas abundantes de guano",3
" O guano, na época, era uma importante matéria-prima para a indústria de fertilizantes",3
" Não obstante os protestos haitianos, a companhia estadunidense Navassa Phosphate Company explorou o guano na ilha de 1865 até 1898",3
" Em 1915, os Estados Unidos invadiram o país para proteger os interesses do banco Kuhn, Loeb & Company",3
 Os Estados Unidos permaneceram no país até 1934,3
" Após a saída estadunidense, o país retomou sua rotina de instabilidade política e rebeliões",3
" Em 1957, François Duvalier foi eleito presidente e iniciou uma ditadura baseada na violência de sua milícia pessoal, os ""tonton macoutes"" (""bichos papões"")",3
" Duvalier permaneceu no poder até sua morte em 1971, sendo sucedido por seu filho Jean-Claude Duvalier",3
 O filho continuou a política do pai até ser derrubado por um levante popular em 1986,3
" Após a queda de Jean-Claude Duvalier, o país retomou a sua instabilidade política costumeira",3
" Em 2004, a Organização das Nações Unidas iniciou uma ocupação militar do país para estabelecer a ordem",3
" Em 2010, um terremoto de grau sete arrasou o sul do país, deixando 200 000 mortos e mais de 1 000 000 de desabrigados",3
" O terremoto foi acompanhado por uma epidemia de cólera, que matou mais de 7 000 haitianos",3
" A doença foi causada, em parte, por bactérias introduzidas por soldados nepaleses que vieram ao país em missão de paz da Organização das Nações Unidas",3
" Mas a doença só se alastrou devido à ausência quase total, no país, de um sistema de esgotos e de água potável",3
" Logística/Gestão de armazéns/Picking/Como escolherEstabelecer a melhor prática de ""order picking"" para um armazém ou uma operação de distribuição é uma tarefa importante",4
" Embora existam certos princípios na actividade de ""picking"" que são geralmente aplicáveis a todas as operações do armazém, não há uma resposta fácil",4
 As melhor prática é algo de pessoal,4
 O que poderá ser a melhor prática para uma determinada operação pode ser totalmente inadequada para outra,4
" As questões podem se colocar em termos de capacidade, de fluxo, complexidade, resposta, investimento, ou qualquer combinação dos anteriores",4
" Normalmente, as razões para as diferenças estão relacionadas com o cliente",4
" Assim, quando se inicia a jornada para estabelecer as melhores práticas para um armazém ou centro de distribuição, é necessário responder às seguintes perguntas (Halsey, 1998):1",4
" Que tipo de mercado servimos? Pelo menos, existem dois tipos de mercados a partir de uma perspectiva do ""order picking""",4
" Um mercado """"close-ended"""" que seria onde serviríamos um conjunto específico de clientes",4
" Em muitos casos, esses clientes fazem um pedido e esperam as respectivas entregas em um horário fixo definido",4
" Isto guia o ""order picking""",4
 O mercado é limitado,4
" Por outro lado, temos um mercado ""openended"" que é aquele que não é precisamente definido em termos de clientes específicos",4
" Em um determinado momento existe um núcleo de clientes passados que esperamos continuar a servir, mas também existem novos, e aqueles que nos deixam",4
" Quem é o cliente? Há quatro divisões clássicas do clientes que afectam os perfis dos mesmos e as expectativas de serviço para o ""order picking""",4
" Os fabricantes podem ou não operar em horários fixos, com um consumo relativamente constante",4
" Os distribuidores podem servir uma clientela que varia de, relativamente estática a altamente dinâmica em termos de requisitos do produto",4
" Revendedores e distribuidores servindo os revendedores e os consumidores, terão um perfil de encomenda significativamente diferente, provavelmente menor, mas altamente dinâmico",4
"A curiosidade premiada, de Fernanda Lopes de Almeida, Ática",1
"Os pais de Glorinha não aguentam mais a menina fazendo perguntas, até perceberem a importância da curiosidade",1
" Existem tantas coisas incríveis para descobrir neste mundo!A operação do Tio Onofre, de Tatiana Belinky, Ática",1
A mania de Talita de dar nomes que rimassem com todos os objetos da casa foi o que ajudou a família toda a sair de uma grande encrenca,1
As fadas nos falam de,1
" amizade, de Rosa Maria Curto e Aleix Cabrera, Ciranda Cultural",1
A fada Dani sempre guiava seu amigo guaxinim,1
 Ele estava bem velhinho e não tinha mais o olfato nem a visão de antes,1
" Certo dia, Dani teve uma experiência parecida com a de seu amigo, e isso a fez entendê-lo melhor",1
"As trigêmeas e os três erres, de Roser Capdevila e Carles Capdevila, Scipione",1
"As trigêmeas Teresa, Ana e Helena inventam as três Supererres para ajudar a salvar a Terra",1
" Pensando que iriam salvar muitas árvores, as irmãs resolvem jogar livros e cadernos na lixeira destinada a papel",1
 A Bruxa Onilda então decide transformar as trigêmeas em três lixeiras para que aprendam realmente como se preserva o meio ambiente,1
"Asas de dentro, de Sônia Barros, Scipione",1
"A personagem Rosinha é uma menina muito especial; tem o cabelo cor-de-rosa, um bicho de estimação curioso e",1
 gosta de voar,1
" Só que, por ser assim diferente, ela se sente discriminada por algumas pessoas",1
 Este livro convida você a refletir sobre a diversidade e a importância de conviver com as diferenças,1
"Fábulas de Esopo, de Ruth Rocha, Salamandra",1
"As histórias da tradição popular de várias partes do mundo recontadas pela autora deste livro divertem, ensinam e fazem a imaginação voar",1
Neste livro a escritora Ruth Rocha reconta as histórias da tradição popular de muitos lugares do mundo,1
"Sua imaginação vai voar, ao mesmo tempo que você vai aprender se divertindo!Na praia e no luar, tartaruga quer o mar, de Ana Maria Machado, Ática",1
Luísa e o irmão salvam a vida de uma tartaruga e mostram aos adultos a importância de preservar esses animais que existem há 150 milhões de anos,1
"O gato Massamê e aquilo que ele vê, de Ana Maria Machado, Ática",1
"De andar macio, sem nome e sem dono, Massamê buscava um grande amor",1
 Até que encontrou Luísa e ganhou carinho e atenção,1
 Só que ele não enxergava bem e um dia,1
"Prendedor de sonhos, de João Anzanello Carrascoza, Scipione",1
"O personagem Zelito traquitana, único inventor da cidade, ao remexer em seus velhos inventos, encontra a máquina de fabricar sonhos e resolve consertá-la",1
" Mas, por algum defeito em seu mecanismo, em vez de produzir os seus próprios, a máquina começa a prender os sonhos de toda a população, espalhando um clima de desencanto pela cidade",1
"Juntos somos ótimos, de Franz-Joseph Huainigg, Scipione",1
Em uma classe inclusiva as crianças se divertem e se ajudam mutuamente,1
" Cada criança tem uma história diferente, mas necessidades em comum",1
 Uma história sensível que mostra como as crianças aprendem umas com as outras,1
"Osama Bin Laden, Terrorismo",2
" Em 1979, a União Soviética invadiu o Afeganistão e fez subir os termômetros da Guerra Fria",2
 Os EUA temiam que o país montanhoso da Ásia Central fosse o primeiro passo para uma expansão comunista por todo o Oriente Médio,2
" No início dos anos 80, o presidente americano Ronald Reagan decidiu agir: forneceu armas e dinheiro para milhares de guerrilheiros voluntários árabes, os mujahedin, que lutavam contra a ocupação",2
" Extenuada, a URSS se retirou do Afeganistão em 1989 e implodiu dois anos depois",2
 Os EUA ficaram tão exultantes com a vitória que demoraram a perceber o monstro que haviam criado,2
" A agência de inteligência americana – CIA – abandonou o Afeganistão à própria sorte, sem se preocupar com o exército de fanáticos que ajudara a treinar",2
" Para os mujahedin, o islã tinha expulsado os comunistas, independentemente da ajuda americana",2
" E agora, obtida a primeira vitória, estavam dispostos a atacar a outra superpotência infiel: os EUA",2
 Seu líder era um tal de Osama bin Laden,2
 A CIA demorou a reconhecer a ameaça que Bin Laden representava,2
" Primeiro, ignorou a criação da Al-Qaeda, em 1988",2
" Depois, subestimou o crescimento da rede no início dos anos 90",2
 Quem confessa isso é ninguém menos que Richard A,2
" Clarke, então chefe do Conselho Nacional de Segurança dos EUA",2
" “O nome de Osama bin Laden começou a aparecer frequentemente nos informes secretos de 1993 e 1994, mas a agência continuava se referindo a ele como um meninão abastado que apenas distribuía cheques a grupos terroristas”, escreve Clarke no livro Contra Todos os Inimigos (Ed",2
 W11),2
" Quando a ficha da CIA finalmente caiu, em 1996, a Al-Qaeda já era a principal rede global de terrorismo",2
" E até hoje ela está por aí, ameaçando e semeando o pânico pelo mundo – embora Bin Laden agora esteja morto",2
 As ligações entre aminoácidos denominam-se por ligações peptidicas e estabelecem-se entre o grupo amina de um aminoácido e o grupo carboxila de outro aminoácido e dá-se a perda de uma molécula de água,3
" Portanto, as proteínas são complexos constituídas por cadeias de aminoácido ligadas por ligações peptídicas",3
" São macromoléculas com, no mínimo centenas de aminoácidos",3
 São polímeros que se originam de uma reação de polimerização de aminoácidos que são os monômeros,3
" Ácido nucléico é um tipo de composto químico, de elevado peso molecular, que possui ácido fosfórico, açúcares e bases purínicas e pirimidinicas",3
 Ocorrem em todas as células vivas e são responsáveis pelo armazenamento e transmissão da informação genética e por sua tradução que é expressa pela síntese precisa das proteínas,3
 (Ver: DNA e RNA)A borracha é o produto primário do cozimento do látex da seringueira,3
 Hoje a borracha sintética pode ser produzida a partir de derivados de petróleo,3
" O chamado ciclo da borracha é parte influente da história econômica e social do Brasil, notadamente da região da Amazônia na qual, a partir da extração e comercialização da borracha, ocorreu grande expansão na colonização desta região do Brasil, atraindo riqueza e causando transformação cultural e social e grande impulso à cidade de Manaus, até hoje maior centro e capital do estado do Amazonas",3
" São polímeros formados por reações que seguem mecanismos radicalares, essas reações prosseguem em três etapas: uma de iniciação, uma de propagação e uma de terminação",3
" No geral, a etapa de iniciação é realizada por apenas uma reação, onde o iniciador sofre uma quebra homolítica, e as etapas posteriores são compostas por várias reações",3
" Exemplos de polímeros de adição: polietileno, poliestireno, PVC e teflon",3
" Os polímeros de condensação são obtidos pela reação de dois monômeros, com a eliminação de uma substância mais simples (como a água, o ácido clorídrico) e, às vezes por rearranjos entre as moléculas dos monômeros",3
" Como exemplo podemos citar os poliésteres, que são polímeros obtidos pela estratificação entre um poliácido e um poliálcool, repetidas muitas vezes",3
 Poliéster e poliamida,3
" Quanto a reciclagem somente plásticos consumidos em massa, como o PE e PET, apresentam bom potencial econômico",3
 Outro problema é o fato de os plásticos reciclados serem encarados como material de segunda classe,3
" A reciclagem não é possível, a alternativa é queimar os plásticos, transformando-os em energia",3
" Porém os que apresentam halogênio, como o PVC e o PTFE, geram gases tóxicos na queima",3
 Para que isso não ocorra esse material deve ser encaminhado para dehalogenação antes da queima,3
 Os Polímeros atingem o meio ambiente por emissão de gases de efeito estufa e por contaminar os lencóis freaticos,3
"Álem disso,o exesso deles no meio ambiente pode provocar o desencadeamento da cadeia alimentar",3
" Ainda pode acabar com um tipo de espécia chamada ""álvuruns tepfoluns copbacetim"", que elimina alguns gases do efeito estufa",3
 As restantes provas devem ser considerados exercícios de manipular axiomas,4
" O objetivo destes resultados é que nos permitam efetuar qualquer manipulação, que pensamos é ""obviamente verdade"", devido à nossa experiência de trabalhar com números",4
" Salvo quantificados, o seguinte deveria realizar para todos",4
" Embora possa ser dito que a totalidade deste livro é dedicada aos estudos de aplicações de completude, em particular, existem algumas aplicações simples que podemos dar facilmente quais fornecem uma indicação quanto ao modo como a completude resolve os problemas com os reais descritos acima",4
 Seja formula_224 é não-negativo,4
" Então formula_61 têm uma única ""raíz quadrada"" não-negativa, denotado formula_226, que satisfaz formula_227",4
 Tratamos apenas com o caso formula_228,4
 O caso formula_229 é deixado como exercício,4
" Primeiro, notamos que quando formula_230 são não-negativos, formula_231 (Na terminologia iremos Introduzir mais tarde, dizendo que a função formula_232 é estritamente crescente)",4
" Isso deixa claro que só pode haver uma raiz quadrada de formula_233, e assim ele continua a encontrar um",4
 Seja formula_234,4
" Pretendemos aplicar o axioma do menor das cotas superiores para formula_235, por isso temos de mostrar que é não-vazio e limitada superiormente",4
" Este formula_235 é não-vazio é claro, desde que formula_237",4
" Além disso, formula_233 por si só é uma cota superior para formula_235, uma vez que se formula_240, então formula_241, de modo que formula_242, e portanto formula_243",4
" Colocando estes fatos juntos, pelo axioma do menor da costas superiores, deduzimos que formula_235 tem o menor das cotas superiores, ao qual chamamos formula_245",4
 Queremos mostrar que formula_245 é a raiz quadrada de formula_233 que queremos,4
" Certamente formula_245 é positivo, uma vez que formula_237 e assim formula_250",4
" Em particular, podemos dividir por formula_245",4
" Para mostrar que formula_252, eliminamos as possibilidades que formula_253, e que formula_254",4
 Suponha que formula_253,4
 Seja formula_256,4
" Então: formula_257Então formula_258 é na verdade uma cota superior para formula_235, mas isso é impossível, uma vez que <math> t e formula_245 é a menor das cotas superiores para formula_235",4
 Assim concluímos que formula_262,4
" Depois de dar um duro danado, acordando muito cedo e dormindo tarde da noite para treinar longe de casa, ela chegou à seleção brasileira com apenas 16 anos",1
" Dona de uma concentração incrível e muito habilidosa nos lances à distância, Hortência já salvou o Brasil da derrota em muitas finais emocionantes",1
 A jogadora passou 21 anos na seleção brasileira,1
" Com a camisa verde-amarela número quatro, a ala disputou cinco mundiais, quatro Pan-Americanos e duas Olimpíadas",1
 Hortência sempre foi reconhecida por ser dura na queda nas quadras,1
" Apesar de o basquete ser um jogo meio violento por ter muita gente jogando na quadra, ela nunca se intimidou com as unhadas, empurrões e tapas que recebeu das adversárias em quadra",1
 A jogadora chegou a marcar 121 pontos em uma partida - recorde do basquete feminino no Brasil,1
" Em 1992, Hortência foi um dos grandes destaques da primeira equipe brasileira feminina de basquete a participar de uma Olimpíada, em Barcelona, na Espanha",1
" Em 1996, na Olimpíada de Atlanta, veio a consagração final: medalha de prata, uma façanha inédita para o basquete brasileiro",1
" Ai, que fome! Ainda bem que o supermercado está aberto",1
" Saindo do super, sua mãe reclama que seu tênis está furado, e vocês dão uma passada no shopping para comprar outro",1
" Na volta, você tropeça na calçada e rala o joelho",1
" Xi, vai ter que dar uma passadinha na farmácia para comprar um curativo",1
" Para compensar, saindo de lá, sua mãe leva você ao cinema, com direito a pipoca e chocolate",1
 E depois,1
"Depois, ou antes, tanto faz",1
" Uma ciência muito esperta estava lá, escondidinha, seguindo todos os seus passos",1
 A economia fica ocupadíssima sempre que o assunto é a satisfação das pessoas: ela é a ciência que estuda a melhor forma de atender às necessidades de uma sociedade,1
" Para viver bem, as pessoas precisam de um monte de coisas materiais, chamados bens - comida, roupas, carros, brinquedos, casas, computadores, etc",1
" E também de coisas não-materiais, os chamados serviços - transporte, educação, comunicação, saúde, lazer, etc",1
" Paulo, autor de um blog no UOL e comentarista da ESPN e da rádio CBN",2
" “Um cara disse no blog que me observava passeando com minha neta pelas ruas do bairro e que um dia iria me cobrir de porrada”, diz Kfouri",2
" “Por mais que esteja acostumado com as críticas e as ameaças, esse tipo de covardia é um problema",2
 Ficava assustado sempre que via alguém atravessando a rua na minha direção,2
